Sample rows from table: mnrHrEduDeg

ID	Number	Code	Name	LatinName	Notes
7BFBB744-5D1B-40C9-9972-4DD56BC36C63	1.0	1	امي		
8C3046E2-4A37-4C38-B405-705961187241	2.0	2	يقرأ و يكتب		
F6D7D327-DF40-40FC-A3B5-65985686CD6F	3.0	3	ابتدائي		
4E9BFD1F-D450-4247-9882-39377B5B3359	4.0	4	متوسط		
23EA143C-BE67-420E-BF32-9B46C349A46E	5.0	5	ثانوي		
A8FE1604-25FC-4525-A9DB-6A1E62DE5543	6.0	6	دبلوم		
5179FF83-F7D2-4093-95CB-6C65E8F5725F	7.0	7	بكالوريوس		
54CB1C90-6746-4614-81DE-CF7B3AABADA0	8.0	8	ماجستير		
2DADBE44-0AA0-4547-8CAC-4917E8C807B6	9.0	9	دكتوراه		
