Sample rows from table: mnrCostJob

ID	Number	Name	LatinName	Code	Notes	ParentID	Type	ExSMask1	ExSMask2
AB53FDAF-D562-42BA-9082-2AF4ECA83317	2	اخرى	اخرى	3		00000000-0000-0000-0000-000000000000	0	0	0
7637FDBD-E90F-4FA2-BEF6-3F5893CC5E84	5	لفيف2		102		9667BD9C-13D7-4E31-B284-D15B141CE57E	0	0	0
EDF837B3-8088-40C5-BEBF-4A04E03FEB9F	6	مصاريف تشغيلية		2		00000000-0000-0000-0000-000000000000	0	0	0
9DD4EF21-F6B4-4D52-99D3-7F5D711475DB	8	عمارة عثمان		101		EDF837B3-8088-40C5-BEBF-4A04E03FEB9F	0	0	0
573EADEE-C42F-4438-8758-AFB2B0A3DB17	14	ثغر حطين		104		9667BD9C-13D7-4E31-B284-D15B141CE57E	0	0	0
D5CDEE14-1DFA-4305-AF59-B29DBE88F721	13	السبيعى		103		9667BD9C-13D7-4E31-B284-D15B141CE57E	0	0	0
AFDE813C-AAFF-4517-A2F0-B509918E9A24	11	الامام1		201		EDF837B3-8088-40C5-BEBF-4A04E03FEB9F	0	0	0
9667BD9C-13D7-4E31-B284-D15B141CE57E	12	مشروعات تحت التنفيذ		1		00000000-0000-0000-0000-000000000000	0	0	0
